Review text,Ratings,sentiment,clean_review
"My favourite shuttle, Fast delivery by FlipkartREAD MORE",5,1,favourite shuttle fast delivery flipkartread
packing of this product is very poor. always receive with press positionREAD MORE,5,1,packing product poor always receive press positionread
excellent appREAD MORE,5,1,excellent appread
best quality shuttle 🖤READ MORE,5,1,best quality shuttle read
superb qualityREAD MORE,5,1,superb qualityread
nothing recetREAD MORE,1,0,nothing recetread
good materialREAD MORE,5,1,good materialread
"Excellent deal, value worthREAD MORE",4,1,excellent deal value worthread
happy with my order I m alwaysREAD MORE,5,1,happy order alwaysread
Good shuttles with a decent price.READ MORE,4,1,good shuttle decent price read
God product at an attractive priceREAD MORE,5,1,god product attractive priceread
"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",5,1,great shuttle flight shuttle good regret rate market costing around rupee flipkart got inrread
Original qualityREAD MORE,5,1,original qualityread
fastest delivery..nd products quality is ... adorableREAD MORE,5,1,fastest delivery product quality adorableread
Good one. Perfect 👌READ MORE,5,1,good one perfect read
better thank local marketREAD MORE,5,1,better thank local marketread
Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,5,1,shuttle cork good genuine verified yonex website read
suparREAD MORE,5,1,suparread
looking gud but not lasting .READ MORE,4,1,looking gud not lasting read
Packing is not so good. The plastic cover is damaged.READ MORE,2,0,packing not good plastic cover damaged read
I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,5,1,would give full star product great quality unfortunately next box bought one shuttle damagedread
Good product. Nice build qualityREAD MORE,4,1,good product nice build qualityread
It's not a good product..READ MORE,1,0,not good product read
very good .nice quality .READ MORE,5,1,good nice quality read
quality not seems good. breaks after one day playREAD MORE,1,0,quality not seems good break one day playread
Nice item....get the same item as exceptedREAD MORE,5,1,nice item get item exceptedread
best green cupREAD MORE,5,1,best green cupread
very slow shuttles not good as per market.READ MORE,5,1,slow shuttle not good per market read
Good BoyREAD MORE,5,1,good boyread
rotine gameREAD MORE,5,1,rotine gameread
amazing quality.worth every penny 🔥🔥READ MORE,5,1,amazing quality worth every penny read
excellent flight. slow as mentioned. recommended for beginners.READ MORE,5,1,excellent flight slow mentioned recommended beginner read
Long lasting.READ MORE,5,1,long lasting read
superb!READ MORE,5,1,superb read
GOOD PRODUCTREAD MORE,4,1,good productread
Its good productREAD MORE,4,1,good productread
nice as usualREAD MORE,5,1,nice usualread
Its really good lasts longer than i expectedREAD MORE,4,1,really good last longer expectedread
worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,1,0,worst product got squeezed box shuttle replacement got damaged product read
Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,1,0,quality shuttle seems bad even last game change two shuttle hour play read
Good price only too muchREAD MORE,5,1,good price muchread
good quality nice productREAD MORE,4,1,good quality nice productread
Satisfied with the product qualityREAD MORE,4,1,satisfied product qualityread
Best for intermediate playersREAD MORE,4,1,best intermediate playersread
Overall niceREAD MORE,4,1,overall niceread
Very good quality shuttleREAD MORE,5,1,good quality shuttleread
Best packingREAD MORE,5,1,best packingread
its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,5,1,retailer shop need not shop buy itread
Best for daily play👌READ MORE,4,1,best daily play read
excellent design and lifespanREAD MORE,5,1,excellent design lifespanread
good as always...READ MORE,4,1,good always read
u can buy its a good productREAD MORE,4,1,buy good productread
quality item&very good packingREAD MORE,5,1,quality item good packingread
nice product.quick delivery.READ MORE,5,1,nice product quick delivery read
"Average quality, in 6 shuttles only 3 are goodREAD MORE",4,1,average quality shuttle goodread
Pathetic qualityREAD MORE,1,0,pathetic qualityread
"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",5,1,original product yonex able authenticate sunrise portal best shuttle indian condition streamed travel correct balance durable beginner intermediate level start one read
good delivery boyREAD MORE,5,1,good delivery boyread
Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,5,1,excellent first ordered one box tried whether fake genuine product selected slow found genuine product long lasting playing shuttle till suggested court town playing shuttle buying flipkart without hesitation read
Packing is goodREAD MORE,4,1,packing goodread
Yonex is greatREAD MORE,5,1,yonex greatread
The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,5,1,packing product not done properly not mark request team take care future avoid damaging product read
Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,1,0,giving review week use buy product seems selling second grade defective product shuttle start rotate time difficult play patethic product read
worst .......READ MORE,1,0,worst read
Good  Product... 🙂🙂🙂READ MORE,5,1,good product read
nice...READ MORE,4,1,nice read
very ecobomicalREAD MORE,5,1,ecobomicalread
Damaged packREAD MORE,4,1,damaged packread
Original product. Very happyREAD MORE,5,1,original product happyread
these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,5,1,shuttle better quality bought local shop much difference price read
minREAD MORE,5,1,minread
Good product .. quick delivery .. impressive service..READ MORE,1,0,good product quick delivery impressive service read
badREAD MORE,4,1,badread
Shuttle are very goodREAD MORE,4,1,shuttle goodread
Its just goodREAD MORE,4,1,goodread
Good quality.. Original productREAD MORE,5,1,good quality original productread
"Good product,. 👍READ MORE",4,1,good product read
poor qualityREAD MORE,2,0,poor qualityread
Price too high.compare to our local shop.quality is not good.READ MORE,5,1,price high compare local shop quality not good read
"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",4,1,expected good quality good one shuttle spinning issue read
It looks good but after use I will update about quality..READ MORE,4,1,look good use update quality read
all the shuttle we're damaged.READ MORE,1,0,shuttle damaged read
best shuttlecockREAD MORE,4,1,best shuttlecockread
nice shulterREAD MORE,5,1,nice shulterread
nice and rate reasonable....READ MORE,5,1,nice rate reasonable read
The product was as per the expectation.READ MORE,5,1,product per expectation read
quality is very poorREAD MORE,2,0,quality poorread
thanksREAD MORE,5,1,thanksread
really niceREAD MORE,4,1,really niceread
packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,4,1,packing damaged shuttle also damaged poor quality packing read
I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,5,1,received genuine shuttle box flight pace level shuttlecock good little disappointed packaging seller flipkart side boxex little damaged although grateful shuttlecock not damaged purchase seller thanks read
I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,5,1,using mavis past year best shuttlecock marketnew stock delivered seller play double daily setsdurability awesome day smash drop toss everything perfectsome team member complaint shuttle heavy go away toss think not shuttlecock problemgood job yonexread
"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",2,0,flipkart cheating customer sending old shuttle box booked box shuttle december received manufactured shuttle bad condition going forward decides not buy shuttle flipkart read
it is not that much goodREAD MORE,1,0,not much goodread
worth for moneyREAD MORE,5,1,worth moneyread
ferfect delivered..good productsREAD MORE,5,1,ferfect delivered good productsread
very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,5,1,good shuttle outdoor court shuttle last week even play smash daily good one purchase read
DurableREAD MORE,4,1,durableread
"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",5,1,good product bought barrel every month one trustworthy online shopping flifkart read
Good.its original product.READ MORE,4,1,good original product read
